,MSE,MAE,RMSE,R2
0,2962.1599236571064,2944.7302207878724,3073.1105603501424,0.4223982891074357
1,2975.387300493596,2943.1418434295047,3082.1310826959434,0.39628914202738397
2,2942.2637041069074,2930.030945829935,3059.149042518555,0.46167090573270486
3,2926.7676693672906,2922.279469912576,3047.918533169795,0.4922580369068039
4,2929.1465529225584,2923.58167526933,3049.664162474331,0.48756248555702864
