,MSE,MAE,RMSE,R2
0,3002.2480561322313,2971.604495449306,3099.8675097989967,0.5095653745059423
1,2966.554452042199,2950.9164758570796,3076.1296318390005,0.5621795953161779
2,2940.270270285091,2934.479848885865,3057.7225616786054,0.600923860159443
3,2949.4022126016107,2948.4346154999325,3064.215076524407,0.5874629175223689
4,2933.958329773255,2935.6781817018054,3053.170748171828,0.6102280026383908
